,data_name,stage,model,score,data_f1_mean,data_f1_stde,kb_f1_mean,kb_f1_stde,bal_f1_mean,bal_f1_stde
46,dixit,ABL2_refl,MLP,integrated,0.4181111221503353,0.0036346973494503776,0.6579011529204364,0.004153373301605534,0.4995533536975565,0.0034529066289761545
47,dixit,ABL2_refine,MLP,integrated,0.4179592607917585,0.0035595218214541924,0.6629974283567972,0.0014201223965645826,0.5001711624833921,0.003193279866308879
48,adamson,init,GNN,neural,0.27957198748327317,0.003981682135903913,0.29190448851585593,0.01722845909143314,0.2866185650324643,0.0086321168243918
49,adamson,data_only,GNN,neural,0.5708187045108377,0.0035633314382547687,0.3577034889402393,0.011233492545332596,0.42920405618508006,0.009641843863481242
50,adamson,ABL1_refl,GNN,neural,0.5501525235951175,0.004036633607864104,0.398141077455912,0.009330643167548197,0.45705398578551537,0.0072121675135278784
51,adamson,ABL1_refine,GNN,neural,0.5501525235951175,0.004036633607864104,0.6115482088677051,0.01661114897963356,0.5802770894375671,0.006796874274280995
52,adamson,ABL2_refl,GNN,neural,0.5496069213977862,0.004474397872039182,0.6124857009842689,0.017394634784357876,0.5782126742375541,0.004723282491355785
53,adamson,ABL2_refine,GNN,neural,0.5496069213977862,0.004474397872039182,0.6347203527176635,0.01072173840674101,0.5876753282629317,0.0021420656656213066
54,adamson,init,GNN,integrated,0.29043628145843325,0.003973836004360437,0.3600282386597764,0.024686774784958343,0.3198814268746909,0.009392141249421199
55,adamson,data_only,GNN,integrated,0.5435604063935872,0.00587815025657612,0.43192001533260516,0.031664736656529746,0.4787255367503819,0.02235176612509901
56,adamson,ABL1_refl,GNN,integrated,0.49248200626501015,0.04497168988243358,0.5588531628206883,0.10794114708349514,0.5143298872247697,0.0306037436549699
57,adamson,ABL1_refine,GNN,integrated,0.5225485353293097,0.017665025425432468,0.6320898679532623,0.009738025937280292,0.5726515933004799,0.011845747241396642
58,adamson,ABL2_refl,GNN,integrated,0.520507722769378,0.016764260264495623,0.632818673269976,0.010466831253993947,0.5697685571370638,0.010848905706634104
59,adamson,ABL2_refine,GNN,integrated,0.5234716395752825,0.017879729937096633,0.6504029195094672,0.0025537318672415044,0.5757486945022827,0.011731849088473745
60,adamson,init,MLP,neural,0.2809704872779305,0.00235149037288232,0.28634093331290766,0.021321712845859403,0.28301296138400583,0.01119325626125628
