,diff_p1k,diff_sra,weighted_p1k,weighted_sra,comb_p1k,comb_sra
541,0.23517688091679123,0.28205128205128205,0.23517688091679123,0.28205128205128205,0.23099820819605807,0.28205128205128205
542,0.29987293519695046,0.4909090909090909,0.29987293519695046,0.4909090909090909,0.29987293519695046,0.4909090909090909
543,0.29940627650551316,1.0,0.29940627650551316,1.0,0.3484396740210694,0.44
544,0.3137254901960784,1.0,0.3137254901960784,1.0,0.3072136197136197,1.0
545,0.27251943301326015,1.0,0.27251943301326015,1.0,0.2659281563947439,1.0
546,0.24732600732600732,1.0,0.24732600732600732,1.0,0.2395653296779705,0.44
547,0.30402010050251255,0.3,0.30402010050251255,0.3,0.30402010050251255,0.3
548,0.29781771501925547,0.32098765432098764,0.29781771501925547,0.32098765432098764,0.38486887204496933,0.1981981981981982
549,0.21350078492935634,0.37777777777777777,0.21350078492935634,0.37777777777777777,0.2657521449467758,0.5807453416149069
550,0.22796352583586624,0.37777777777777777,0.22796352583586624,0.37777777777777777,0.2745681152865202,0.5807453416149069
551,0.24648229015041243,0.4909090909090909,0.24648229015041243,0.4909090909090909,0.250652790936542,0.24426450742240216
552,0.24525547445255472,0.4909090909090909,0.24525547445255472,0.4909090909090909,0.26591806917165767,0.24426450742240216
553,0.29610611895592637,1.0,0.29610611895592637,1.0,0.29610611895592637,1.0
554,0.3003384094754653,1.0,0.3003384094754653,1.0,0.2989384288747346,1.0
555,0.2548739895387542,1.0,0.2548739895387542,1.0,0.25310410697230185,1.0
556,0.2677746999076639,0.48148148148148145,0.2677746999076639,0.48148148148148145,0.2718405569828612,0.48148148148148145
557,0.2817777777777778,0.125,0.2817777777777778,0.125,0.2817777777777778,0.125
558,0.2765765765765766,0.11764705882352942,0.2765765765765766,0.11764705882352942,0.2987872397119552,0.07142857142857142
559,0.3486701208981002,0.3170731707317073,0.3486701208981002,0.3170731707317073,0.3360991166426777,0.3170731707317073
560,0.30356394129979036,0.4716981132075472,0.30356394129979036,0.4716981132075472,0.30356394129979036,0.4716981132075472
561,0.2440214738897023,0.3,0.2440214738897023,0.3,0.31107322441747115,0.546583850931677
562,0.24090462143559488,0.17543859649122806,0.24090462143559488,0.17543859649122806,0.3572115505554491,0.08333333333333333
563,0.29734361610968296,1.0,0.29734361610968296,1.0,0.3029294935451837,0.44
564,0.32785602503912364,1.0,0.32785602503912364,1.0,0.3668451661196522,1.0
565,0.2542857142857143,1.0,0.2542857142857143,1.0,0.324422973698336,1.0
566,0.23774145616641904,0.3076923076923077,0.23774145616641904,0.3076923076923077,0.23774145616641904,0.3076923076923077
567,0.2749886928991407,1.0,0.2749886928991407,1.0,0.41270639309854995,1.0
568,0.307181403071814,0.4716981132075472,0.307181403071814,0.4716981132075472,0.29232111692844676,0.4716981132075472
569,0.25836869401225837,0.4716981132075472,0.25836869401225837,0.4716981132075472,0.2531400966183575,0.2695035460992908
570,0.2514450867052023,0.14814814814814814,0.2514450867052023,0.14814814814814814,0.26840525411103133,0.27777777777777773
571,0.287341217696014,1.0,0.287341217696014,1.0,0.287341217696014,1.0
572,0.3012658227848101,0.4716981132075472,0.3012658227848101,0.4716981132075472,0.3012658227848101,0.4716981132075472
573,0.3021885521885522,0.4909090909090909,0.3021885521885522,0.4909090909090909,0.3021885521885522,0.4909090909090909
574,0.2635882635882636,0.3006535947712418,0.2635882635882636,0.3006535947712418,0.3799590606543435,0.1372549019607843
575,0.29467353951890035,1.0,0.29467353951890035,1.0,0.29467353951890035,1.0
576,0.28280141843971635,0.31446540880503143,0.28280141843971635,0.31446540880503143,0.2994088314267019,0.31446540880503143
577,0.2771030139451192,0.2695035460992908,0.2771030139451192,0.2695035460992908,0.2771030139451192,0.2695035460992908
578,0.2513189448441247,0.0967741935483871,0.2513189448441247,0.0967741935483871,0.27555182060848876,0.0967741935483871
579,0.23646299056135123,0.4166666666666667,0.23646299056135123,0.4166666666666667,0.3530478218976621,0.17204301075268816
580,0.2776280323450135,0.48148148148148145,0.2776280323450135,0.48148148148148145,0.2776280323450135,0.48148148148148145
581,0.284326710816777,0.022988505747126436,0.284326710816777,0.022988505747126436,0.3540608477073763,0.19444444444444445
582,0.2580952380952381,0.17543859649122806,0.2580952380952381,0.17543859649122806,0.29772844074416693,0.17543859649122806
583,0.24027572624322993,0.29333333333333333,0.24027572624322993,0.29333333333333333,0.24027572624322993,0.29333333333333333
584,0.25952045133991536,0.0967741935483871,0.25952045133991536,0.0967741935483871,0.33042029380236293,0.08
585,0.2513189448441247,0.047619047619047616,0.2513189448441247,0.047619047619047616,0.3238944322370712,0.06060606060606061
586,0.24215686274509804,0.06896551724137931,0.24215686274509804,0.06896551724137931,0.30931213664660184,0.08695652173913043
587,0.2427802251590798,0.0967741935483871,0.2427802251590798,0.0967741935483871,0.3043543543543544,0.08
588,0.24463937621832357,0.06896551724137931,0.24463937621832357,0.06896551724137931,0.31365270035805515,0.08695652173913043
589,0.24648229015041243,0.08888888888888889,0.24648229015041243,0.08888888888888889,0.3162138188608777,0.1111111111111111
590,0.29128738621586475,1.0,0.29128738621586475,1.0,0.29128738621586475,1.0
591,0.28023203926818385,0.48148148148148145,0.28023203926818385,0.48148148148148145,0.3168933537282787,0.48148148148148145
592,0.3076285240464345,0.48148148148148145,0.3076285240464345,0.48148148148148145,0.3021097046413502,0.48148148148148145
593,0.3026481715006305,1.0,0.3026481715006305,1.0,0.3026481715006305,1.0
594,0.31247443762781185,0.48148148148148145,0.31247443762781185,0.48148148148148145,0.35723203138933474,0.48148148148148145
595,0.31506293138449043,1.0,0.31506293138449043,1.0,0.31506293138449043,1.0
596,0.24027572624322993,0.11764705882352942,0.24027572624322993,0.11764705882352942,0.2644131231087753,0.09706959706959706
597,0.29419354838709677,0.2857142857142857,0.29419354838709677,0.2857142857142857,0.29419354838709677,0.2857142857142857
598,0.2922611327280588,0.4166666666666667,0.2922611327280588,0.4166666666666667,0.2922611327280588,0.4166666666666667
599,0.28023203926818385,0.48148148148148145,0.28023203926818385,0.48148148148148145,0.2892469268409118,0.4166666666666667
600,0.3003384094754653,0.4909090909090909,0.3003384094754653,0.4909090909090909,0.3003384094754653,0.4909090909090909
601,0.2696011004126548,0.31446540880503143,0.2696011004126548,0.31446540880503143,0.343297070099945,0.14814814814814814
602,0.30356394129979036,0.48148148148148145,0.30356394129979036,0.48148148148148145,0.2979086641058472,0.48148148148148145
603,0.22862923621648965,0.4716981132075472,0.22862923621648965,0.4716981132075472,0.2784399609796435,0.14814814814814814
604,0.29940627650551316,1.0,0.29940627650551316,1.0,0.31040564373897706,0.44
605,0.29940627650551316,1.0,0.29940627650551316,1.0,0.3291850248640849,1.0
606,0.31290849673202614,1.0,0.31290849673202614,1.0,0.3017277707543194,1.0
607,0.260093896713615,1.0,0.260093896713615,1.0,0.3837469586374696,1.0
608,0.2536957558416786,1.0,0.2536957558416786,1.0,0.3053436986536528,1.0
609,0.29799914857386123,0.40425531914893614,0.29799914857386123,0.40425531914893614,0.28697571743929357,0.2380952380952381
610,0.2898172323759791,0.3076923076923077,0.2898172323759791,0.3076923076923077,0.3992250826023913,0.13333333333333333
611,0.2776280323450135,0.3076923076923077,0.2776280323450135,0.3076923076923077,0.3403758820652554,0.13333333333333333
612,0.27338782924613986,0.3076923076923077,0.27338782924613986,0.3076923076923077,0.33426531255567893,0.13333333333333333
613,0.26123595505617975,0.3076923076923077,0.26123595505617975,0.3076923076923077,0.3238636363636364,0.13333333333333333
614,0.24709302325581395,0.3076923076923077,0.24709302325581395,0.3076923076923077,0.3072048808890914,0.13333333333333333
615,0.30492898913951544,0.4716981132075472,0.30492898913951544,0.4716981132075472,0.30272108843537415,0.4716981132075472
616,0.26666666666666666,0.24324324324324326,0.26666666666666666,0.24324324324324326,0.30121729605433384,0.12903225806451613
617,0.30356394129979036,0.40425531914893614,0.30356394129979036,0.40425531914893614,0.30356394129979036,0.40425531914893614
618,0.29610611895592637,0.48148148148148145,0.29610611895592637,0.48148148148148145,0.29610611895592637,0.48148148148148145
619,0.29562982005141386,1.0,0.29562982005141386,1.0,0.29562982005141386,1.0
620,0.2907986111111111,1.0,0.2907986111111111,1.0,0.2907986111111111,1.0
621,0.2728512960436562,0.36363636363636365,0.2728512960436562,0.36363636363636365,0.335450604791579,0.36363636363636365
622,0.27551942186088524,0.022988505747126436,0.27551942186088524,0.022988505747126436,0.31113047899190177,0.27177177177177175
623,0.2860927152317881,1.0,0.2860927152317881,1.0,0.33589725328205494,0.44
624,0.29987293519695046,0.3076923076923077,0.29987293519695046,0.3076923076923077,0.29987293519695046,0.3076923076923077
625,0.2614010343206394,1.0,0.2614010343206394,1.0,0.3105017978284358,0.44
626,0.285336856010568,1.0,0.285336856010568,1.0,0.285336856010568,1.0
627,0.3142043142043142,1.0,0.3142043142043142,1.0,0.3142043142043142,1.0
628,0.2696011004126548,0.5722222222222223,0.2696011004126548,0.5722222222222223,0.43316935812685564,0.5722222222222223
629,0.28520971302428255,1.0,0.28520971302428255,1.0,0.28703836278075273,0.44
630,0.3017277707543194,0.4909090909090909,0.3017277707543194,0.4909090909090909,0.3017277707543194,0.4909090909090909
631,0.26685133887349954,0.4166666666666667,0.26685133887349954,0.4166666666666667,0.34164466920198505,0.4285714285714286
632,0.2427802251590798,0.3111111111111111,0.2427802251590798,0.3111111111111111,0.35676401403590624,0.3111111111111111
633,0.2548739895387542,0.18560606060606064,0.2548739895387542,0.18560606060606064,0.3811504806509174,0.18560606060606064
634,0.25721040189125294,0.32857142857142857,0.25721040189125294,0.32857142857142857,0.3813361765972403,0.32857142857142857
635,0.29562982005141386,0.48148148148148145,0.29562982005141386,0.48148148148148145,0.283311199645861,0.48148148148148145
636,0.28280141843971635,0.48148148148148145,0.28280141843971635,0.48148148148148145,0.28280141843971635,0.48148148148148145
637,0.27604871447902574,1.0,0.27604871447902574,1.0,0.2811919472113647,0.44
638,0.307181403071814,1.0,0.307181403071814,1.0,0.3205224900256873,1.0
639,0.29610611895592637,1.0,0.29610611895592637,1.0,0.325980655149685,1.0
640,0.29610611895592637,0.13333333333333333,0.29610611895592637,0.13333333333333333,0.38766043970008895,0.13333333333333333
641,0.25012025012025013,0.16216216216216217,0.25012025012025013,0.16216216216216217,0.2947180662528731,0.5333333333333333
642,0.31290849673202614,0.37777777777777777,0.31290849673202614,0.37777777777777777,0.31290849673202614,0.37777777777777777
643,0.23646299056135123,0.46153846153846156,0.23646299056135123,0.46153846153846156,0.23646299056135123,0.46153846153846156
644,0.19586250394197413,0.44,0.19586250394197413,0.44,0.2284006902260757,0.12345679012345678
645,0.2640632264063226,0.32098765432098764,0.2640632264063226,0.32098765432098764,0.28095004766951165,0.2777777777777778
646,0.2577903682719547,1.0,0.2577903682719547,1.0,0.30601483836777954,0.44
647,0.30673316708229426,0.16216216216216217,0.30673316708229426,0.16216216216216217,0.30673316708229426,0.16216216216216217
648,0.307181403071814,0.3076923076923077,0.307181403071814,0.3076923076923077,0.307181403071814,0.3076923076923077
649,0.2927461139896373,1.0,0.2927461139896373,1.0,0.2927461139896373,1.0
650,0.4965116279069767,1.0,0.4965116279069767,1.0,0.4965116279069767,1.0
651,0.24629649883942786,0.3076923076923077,0.24629649883942786,0.3076923076923077,0.32710185637719297,0.13333333333333333
652,0.25266465560583207,0.31446540880503143,0.25266465560583207,0.31446540880503143,0.34418604651162793,0.14814814814814814
653,0.28634167764602547,0.4909090909090909,0.28634167764602547,0.4909090909090909,0.29746020844326443,0.17543859649122806
654,0.2817777777777778,0.4909090909090909,0.2817777777777778,0.4909090909090909,0.3683954109696684,0.17543859649122806
655,0.260093896713615,0.32098765432098764,0.260093896713615,0.32098765432098764,0.4418960265315399,0.23146223146223147
656,0.27551942186088524,1.0,0.27551942186088524,1.0,0.27544351073762835,1.0
657,0.29799914857386123,0.48148148148148145,0.29799914857386123,0.48148148148148145,0.29799914857386123,0.48148148148148145
658,0.35850357292980245,0.2777777777777778,0.35850357292980245,0.2777777777777778,0.32006944444444446,0.2777777777777778
659,0.30447511501463825,0.48148148148148145,0.30447511501463825,0.48148148148148145,0.30447511501463825,0.48148148148148145
660,0.3085194375516956,0.3055555555555555,0.3085194375516956,0.3055555555555555,0.3254449254449255,0.3055555555555555
661,0.28126390743213175,0.24324324324324326,0.28126390743213175,0.24324324324324326,0.27002560163850486,0.10526315789473684
662,0.2536957558416786,0.11904761904761905,0.2536957558416786,0.11904761904761905,0.2536957558416786,0.11904761904761905
663,0.22256410256410256,0.31446540880503143,0.22256410256410256,0.31446540880503143,0.3127400752004924,0.14814814814814814
664,0.26180458158017766,0.48148148148148145,0.26180458158017766,0.48148148148148145,0.25889046941678523,0.48148148148148145
665,0.31673829413942406,0.43800322061191627,0.31673829413942406,0.43800322061191627,0.3857235397452789,0.43800322061191627
666,0.2623716153127918,1.0,0.2623716153127918,1.0,0.2623716153127918,1.0
667,0.2728512960436562,0.2857142857142857,0.2728512960436562,0.2857142857142857,0.2728512960436562,0.2857142857142857
668,0.23582089552238805,0.48148148148148145,0.23582089552238805,0.48148148148148145,0.2640697766200963,0.48148148148148145
669,0.23582089552238805,0.44,0.23582089552238805,0.44,0.23582089552238805,0.44
670,0.25546058879392214,0.48148148148148145,0.25546058879392214,0.48148148148148145,0.2656862745098039,0.48148148148148145
671,0.278673835125448,1.0,0.278673835125448,1.0,0.278673835125448,1.0
672,0.2345309381237525,0.10101010101010101,0.2345309381237525,0.10101010101010101,0.2345309381237525,0.10101010101010101
673,0.2345309381237525,1.0,0.2345309381237525,1.0,0.23196820189712478,1.0
674,0.23582089552238805,0.48148148148148145,0.23582089552238805,0.48148148148148145,0.22664624808575803,0.48148148148148145
675,0.24951830443159925,1.0,0.24951830443159925,1.0,0.24,1.0
676,0.25836869401225837,0.4716981132075472,0.25836869401225837,0.4716981132075472,0.2492753623188406,0.4716981132075472
677,0.2577903682719547,1.0,0.2577903682719547,1.0,0.24770198355104014,1.0
678,0.26629680998613037,1.0,0.26629680998613037,1.0,0.2566287878787879,1.0
679,0.2635009310986965,0.4909090909090909,0.2635009310986965,0.4909090909090909,0.2536957558416786,0.4909090909090909
680,0.2696011004126548,1.0,0.2696011004126548,1.0,0.2679057160834422,1.0
681,0.27551942186088524,0.13333333333333333,0.27551942186088524,0.13333333333333333,0.27551942186088524,0.13333333333333333
682,0.27231329690346084,0.48148148148148145,0.27231329690346084,0.48148148148148145,0.2692664809656453,0.48148148148148145
683,0.28932461873638343,0.11764705882352942,0.28932461873638343,0.11764705882352942,0.2972901520158625,0.11764705882352942
684,0.23323323323323322,0.2222222222222222,0.23323323323323322,0.2222222222222222,0.23323323323323322,0.2222222222222222
685,0.25310410697230185,0.31446540880503143,0.25310410697230185,0.31446540880503143,0.25310410697230185,0.31446540880503143
686,0.24891461649782923,0.4909090909090909,0.24891461649782923,0.4909090909090909,0.24891461649782923,0.4909090909090909
687,0.21278825995807127,0.18803418803418803,0.21278825995807127,0.18803418803418803,0.21278825995807127,0.18803418803418803
688,0.22256410256410256,0.48148148148148145,0.22256410256410256,0.48148148148148145,0.22256410256410256,0.48148148148148145
