regulator,edge,regulated
fnr,+,ssuC
fnr,+,hcp
fnr,+,hcr
fnr,-,b0725
fnr,-,trmD
fnr,-,moeA
fnr,-,pheM
fnr,-,ygbA
fnr,+,moaC
fnr,+,ydeJ
fnr,+,moaE
fnr,+,moaD
fnr,+,moaB
fnr,+,moaA
fnr,+,fixX
fnr,+,fixC
fnr,+,fixB
fnr,+,fixA
fnr,+,caiT
fnr,+,caiA
fnr,+,caiB
fnr,-,hyfB
fnr,+,caiC
fnr,+,pepT
fnr,+,nikR
fnr,-,gltF
fnr,+,argK
fnr,+,scpA
fnr,+,gcvT
fnr,+,nrdD
fnr,-+,glnD
fnr,+,cydD
fnr,-,ubiA
fnr,-,ubiC
fnr,+,upp
fnr,-,acnA
fnr,+,caiD
fnr,-,dpiA
fnr,+,dcuC
fnr,-,citC
fnr,+,rpmC
fnr,+,rplW
fnr,+,rplV
fnr,-,citX
fnr,+,dcuB
fnr,-,dpiB
fnr,+,garL
fnr,-+,aceE
fnr,-+,aceF
fnr,+,ackA
fnr,+,adhE
fnr,-,aldA
fnr,+,ansB
fnr,-+,arcA
fnr,+,aroP
fnr,+,aspA
fnr,-+,aspC
fnr,+,cadC
fnr,+,cheB
fnr,+,cheR
fnr,+,cheY
fnr,+,rpsC
fnr,-,rpsI
fnr,+,cydC
fnr,-,rpsP
fnr,-,citD
fnr,-,citE
fnr,-,citF
fnr,+,rpsJ
fnr,-,sucD
fnr,-,sucC
fnr,-,sucB
fnr,-,sucA
fnr,+,tap
fnr,-,soxR
fnr,-,soxS
fnr,-,sdhA
fnr,-,sdhB
fnr,-,sdhD
fnr,-,sdhC
fnr,+,rpsQ
fnr,-,sodA
fnr,+,rpsS
fnrS,-,folX
fnrS,-,iscR
fnrS,-,IscR
fnrS,-,azuR
fnrS,-,yobA
fnrS,-,yebZ
fnrS,-,yebY
fnrS,-,MarA
fnrS,-,yfcH
fnrS,-,cydD
fnrS,-,marA
fnrS,-,folE
fnrS,-,yeiB
fnrS,-,sodB
fnrS,-,cydC
fnrS,-,glpD
fnrS,-,metE
fnrS,-,maeA
fnrS,-,sodA
fnrS,-,gpmA
fnrS,-,azuC
frlR,-,frlB
frlR,-,frlC
frlR,-,frlA
frlR,-,FrlR
frlR,-,frlD
frlR,-,frlR
frmR,-,FrmR
frmR,-,frmA
frmR,-,frmB
frmR,-,frmR
fucR,+,fucA
fucR,+,fucK
fucR,+,fucO
fucR,+,fucP
fucR,+,fucR
fucR,+,fucU
fucR,+,FucR
fucR,+,fucI
fur,+,udp
fur,+,tsx
fur,-+,tonB
fur,-,sulA
fur,+,sucD
fur,-,garL
fur,+,adk
fur,+,ansB
fur,+,araB
fur,+,araF
fur,+,argF
fur,-,argG
fur,-,argR
fur,-,aspC
fur,+,bfr
fur,+,cadC
fur,-,cirA
fur,-,cyoA
fur,-,cyoB
fur,-,cyoC
fur,-,cyoD
fur,-,cyoE
fur,-,dapB
fur,+,dmsA
fur,+,dmsB
fur,+,dmsC
fur,-,entA
fur,-,ugpA
fur,-,ugpB
fur,+,XynR
fur,+,uxaB
fur,-,waaL
fur,-,glnD
fur,-,sufA
fur,-,gspO
fur,-,lysP
fur,+,acnA
fur,-,zwf
fur,-,bfd
fur,-,garR
fur,-,garK
fur,+,CadC
fur,-,MetJ
fur,+,sucB
fur,-,SoxS
fur,+,NtrC
fur,-,FNR
fur,-,PurR
fur,-,ArgR
fur,-,NfeR
fur,-,Fur
fur,-,HcaR
fur,-,entB
fur,-,SoxR
fur,+,SdiA
fur,+,ompW
fur,-,entH
fur,-+,entS
fur,+,uxuA
fur,-,Nac
fur,-,ugpE
fur,-,entC
fur,-,entE
fur,-,oppB
fur,-,oppA
fur,+,ompF
fur,-,nth
fur,-,ndh
fur,+,mglB
fur,-,metJ
fur,-,metH
fur,-,mdh
fur,-,map
fur,+,manZ
fur,+,manY
fur,+,manX
fur,-+,lpd
fur,+,katG
fur,-,oppC
fur,-,oppD
fur,-+,oppF
fur,-,pstB
fur,+,sucA
fur,-,soxS
fur,-,soxR
fur,-,sodA
fur,+,serS
fur,+,sdiA
fur,-+,sdhD
fur,-,rpoS
fur,-+,sdhC
fur,-+,sdhA
fur,+,ftnA
fur,-,rimK
fur,-,recN
fur,-,pyrC
fur,-,purR
fur,-,purL
fur,-+,sdhB
fur,-,entD
fur,+,katE
fur,-,gnd
fur,-,fepE
fur,-,fepD
fur,-,fepC
fur,-,fepB
fur,-,fepA
fur,-,fecR
fur,-,fecI
fur,-,fecE
fur,-,fecD
fur,-,fecC
fur,-,fecB
fur,-,fecA
fur,-,exbD
fur,-,exbB
fur,-,entF
fur,-,fepG
fur,-,fes
fur,-,fhuA
fur,-,fhuB
fur,-,gltD
fur,-,gltB
fur,+,glpK
fur,+,glpF
fur,+,glnL
fur,+,glnG
fur,-+,gdhA
fur,-,hmp
fur,-,fur
fur,+,fumB
fur,-,fnr
fur,-,flhD
fur,-,flhC
fur,-,fhuE
fur,-,fhuD
fur,-,fhuC
fur,-,fumC
fur,-,paaB
fur,-,paaA
fur,-,fhuF
fur,-,yejG
fur,-,mqo
fur,-,yojI
fur,-,feoA
fur,-,feoB
fur,-,ydcF
fur,+,hscA
fur,-,punC
fur,+,narU
fur,-,gspM
fur,-+,glnK
fur,-,ygaC
fur,-,yhjE
fur,-,erpA
fur,-,tcyN
fur,-,yjcH
fur,-,actP
fur,-,yjbJ
fur,+,pepE
fur,-,paaJ
fur,-,paaI
fur,-,paaH
fur,-,paaG
fur,-,paaF
fur,-,paaE
fur,-,paaD
fur,-,nrdF
fur,-,paaC
fur,-,yddA
fur,-,yddB
fur,-,grcA
fur,-+,amtB
fur,+,yihN
fur,+,yihX
fur,+,zapB
fur,-,rsd
fur,-,paaK
fur,-,ydiE
fur,+,dppC
fur,-,tauA
fur,-,tauB
fur,-,tauC
fur,+,cusC
fur,+,b0725
fur,-,ybiX
fur,-,fiu
fur,-,ybiU
fur,-,rimO
fur,+,bssR
fur,-,efeU
fur,-,efeO
fur,+,ycgR
fur,+,xynR
fur,-,dinB
fur,-,tisB
fur,-,ryhB
fur,+,dppD
fur,+,dppF
fur,-,grxB
fur,-,garP
fur,-,ybaN
fur,-,feoC
fur,+,uxuB
fur,+,dppB
fur,-,nrdE
fur,+,rmf
fur,-,ybdZ
fur,-,yjjZ
fur,+,mntS
fur,+,esrE
fur,-,gndA
fur,+,sdhX
fur,-,rnpB
fur,-,ortT
fur,-,pqqU
fur,-,yncE
fur,+,gpr
fur,+,yghW
fur,+,hybO
fur,+,yghF
fur,-,mocA
fur,+,yqeC
fur,+,yqeB
fur,-,nrdI
fur,-,nrdH
fur,-,hcaR
fur,+,pdeF
fur,-,maeB
fur,-,mntH
fur,+,yfcV
fur,-,rcnB
fur,+,yqhD
fur,+,dkgA
fur,-,nfeF
fur,-,nfeR
fur,-,bglJ
fur,-,yjiT
fur,-,yjiR
fur,+,yhhY
fur,-,gspL
fur,-,gspK
fur,-,gspJ
fur,-,rcnA
fur,-,gspI
fur,-,gspG
fur,-,gspF
fur,-,gspE
fur,-,gspD
fur,-,gspC
fur,+,yhcC
fur,-,yrbL
fur,-,gspH
fur,-,yoeA
fur,-,nac
fur,+,zinT
fur,-,rsxC
fur,-,rsxB
fur,-,rsxA
fur,+,tqsA
fur,-,ynfD
fur,-,yciI
fur,-,nohA
fur,-,rsxD
fur,-,eamA
fur,-,mdtL
fur,-,stfQ
fur,-,phoH
fur,-,efeB
fur,-,tfaQ
fur,-,ydeN
fur,-,adhP
fur,-,gpmA
fur,+,uxaC
fur,-,rsxG
fur,-,sufE
fur,+,ftnB
fur,+,narQ
fur,-,rmuC
fur,+,qorA
fur,-,gltF
fur,+,flgL
fur,-,leuD
fur,-,rsxE
fur,-,moaA
fur,+,mntP
fur,+,yobD
fur,-,selO
fur,-,sufB
fur,-,sufC
fur,-,sufD
fur,-,sufS
fur,+,sseB
fur,+,sucC
gadE,+,gadE
gadE,+,fliX
gadE,+,lpxA
gadE,+,skp
gadE,+,gnd
gadE,+,gltD
gadE,+,gltB
gadE,+,fliC
gadE,+,lpxD
gadE,+,cyoE
gadE,+,cyoD
gadE,+,cyoC
gadE,+,cyoB
gadE,+,cyoA
gadE,+,GadX
gadE,+,GadE
gadE,+,GadW
gadE,+,Lrp
gadE,+,purA
gadE,+,lrp
gadE,+,fabZ
gadE,+,gndA
gadE,+,gadF
gadE,+,gadX
gadE,+,gadW
gadE,+,mdtF
gadE,+,mdtE
gadE,+,rcsA
gadE,+,yhiM
gadE,+,yjbQ
gadE,+,gltF
gadE,+,hdeD
gadE,+,gadB
gadE,+,yhiD
gadE,+,hdeB
gadE,+,hdeA
gadE,+,yjbR
gadE,+,gadC
gadW,-,GadW
gadW,-+,GadX
gadW,+,GadE
gadW,-+,gadX
gadW,-+,hdeA
gadW,-+,hdeB
gadW,-+,yhiD
gadW,-+,gadB
gadW,+,gadE
gadW,-,dctR
gadW,-,slp
gadW,+,mdtE
gadW,-+,gadC
gadW,-,gadY
gadW,+,gadF
gadW,-+,gadA
gadW,+,mdtF
gadW,-,gadW
gadX,+,glsA
gadX,+,gadC
gadX,+,ybaT
gadX,-,btuB
gadX,+,gadY
gadX,-,ydeM
gadX,-,ynfB
gadX,+,cadA
gadX,-,dtpA
gadX,+,gadF
gadX,+,H-NS
gadX,-+,GadW
gadX,+,GadE
gadX,+,GadX
gadX,-,speG
gadX,+,gadA
gadX,-,ydeN
gadX,-+,gadW
gadX,-+,yhiD
gadX,+,gadX
gadX,-+,hdeB
gadX,-+,hdeA
gadX,+,uspE
gadX,-,murI
gadX,+,hdeD
gadX,+,asnB
gadX,+,rpoS
gadX,+,hns
gadX,+,lon
gadX,+,gadE
gadX,+,cadB
gadX,+,mdtE
gadX,+,glnK
gadX,+,slp
gadX,+,dctR
gadX,+,mdtF
gadX,+,gadB
gadX,+,amtB
gadY,+,gadW
gadY,+,gadX
gadY,+,GadW
gadY,+,GadX
galR,-,galP
galR,-+,galM
galR,-,mglC
galR,-,mglB
galR,-,mglA
galR,-,GalR
galR,-,galS
galR,-+,galK
galR,-+,galE
galR,-,GalS
galR,-+,galT
galR,-,galR
galS,-+,galK
galS,-,galR
galS,-,galS
galS,-,mglA
galS,-,mglB
galS,-,mglC
galS,-,GalS
galS,-,GalR
galS,-,galP
galS,-+,galE
galS,-+,galM
galS,-+,galT
gatR,-,gatZ
gatR,-,gatY
gatR,-,gatD
gatR,-,gatC
gatR,-,gatB
gatR,-,gatA
gcvA,-+,gcvH
gcvA,-,gcvA
gcvA,-+,gcvT
gcvA,-,GcvA
gcvA,+,gcvB
gcvA,-+,gcvP
gcvB,-,asnB
gcvB,-,ilvM
gcvB,-,aroC
gcvB,-,ilvD
gcvB,-,dppA
gcvB,-,gdhA
gcvB,-,gltP
gcvB,-,icd
gcvB,-,aroP
gcvB,-,nlpA
gcvB,-,oppF
gcvB,-,acs
gcvB,-,inaA
gcvB,-,ivbL
gcvB,-,ilvL
gcvB,-,trpE
gcvB,-,trpD
gcvB,-,trpC
gcvB,-,trpB
gcvB,-,trpA
gcvB,-,asd
gcvB,-,ilvB
gcvB,-,rbsK
gcvB,-,rbsD
gcvB,-,rbsC
gcvB,-,rbsB
gcvB,-,rbsA
gcvB,-,phoQ
gcvB,-,asnA
gcvB,-,rbsR
gcvB,-,trpL
gcvB,-,phoP
gcvB,-,csgF
gcvB,-,csgG
gcvB,-,rbsZ
gcvB,-,sstT
gcvB,-,dppF
gcvB,-,dppD
gcvB,-,oppB
gcvB,-,csgE
gcvB,-,kgtP
gcvB,-,dppC
gcvB,-,dppB
gcvB,-,map
gcvB,+,OxyR
gcvB,-,PhoP
gcvB,-,RbsR
gcvB,-,cycA
gcvB,-,lrp
gcvB,+,oxyR
gcvB,-,csgD
gcvB,+,rbn
gcvB,-,panD
gcvB,-,cstA
gcvB,-,CsgD
gcvB,-,mltC
gcvB,-,ydeE
gcvB,-,oppC
gcvB,-,ysgA
gcvB,-,purU
gcvB,-,hisQ
gcvB,-,oppD
gcvB,-,oppA
gcvB,-,Lrp
gcvB,-,tcyJ
glaR,-,yobD
glaR,-,yeaE
glaR,+,yfbO
glaR,-,yfcO
glaR,+,yfbU
glaR,+,yfcV
glaR,+,yfdV
glaR,-,yfdC
glaR,+,yodB
glaR,+,yfbN
glaR,-,hxpA
glaR,-,oxc
glaR,+,yehS
glaR,-,yfiR
glaR,-,GadW
glaR,-,Dan
glaR,-,YgiV
glaR,+,YdeO
glaR,-,GcvA
glaR,+,PdhR
glaR,-,YqhC
glaR,+,GadX
glaR,+,CadC
glaR,-,yjjQ
glaR,+,yjjP
glaR,+,idnD
glaR,-,bdcR
glaR,+,bdcA
glaR,-,yjfY
glaR,+,orn
glaR,-,rsgA
glaR,-,yhcD
glaR,+,ygiW
glaR,-,ygiV
glaR,-,yqhC
glaR,-,casA
glaR,+,alaE
glaR,-,glaH
glaR,-,ynjH
glaR,-,rssB
glaR,-,ypjA
glaR,+,ypdC
glaR,-,ydhS
glaR,-,YjjQ
glaR,-,ydfI
glaR,-,cysS
glaR,+,cysN
glaR,+,cadC
glaR,-,aroP
glaR,-,aroB
glaR,-,apt
glaR,+,smg
glaR,-,baeS
glaR,-,fhuE
glaR,-,phoH
glaR,-,gcvA
glaR,+,ydfK
glaR,+,rpiB
glaR,-,idnK
glaR,+,hinT
glaR,-,gadW
glaR,+,gadX
glaR,+,yadN
glaR,-,chaA
glaR,-,lhgD
glaR,-,gabT
glaR,-,zraR
glaR,-,inaA
glaR,-,ppx
glaR,-,gabP
glaR,-,gabD
glaR,+,yidB
glaR,-,ttdA
glaR,+,pdhR
glaR,-,tar
glaR,-,gdhA
glaR,+,rpsF
glaR,+,priC
glaR,+,ppiB
glaR,-,pdxA
glaR,-,nlpA
glaR,+,murD
glaR,-,mrdA
glaR,-,mglA
glaR,+,kdsA
glaR,-,rhsD
glaR,+,yigG
glaR,-,chaB
glaR,+,rfbB
glaR,+,ycgY
glaR,-,ycgV
glaR,-,kdgT
glaR,-,tehA
glaR,+,ychQ
glaR,-,yciU
glaR,+,dctR
glaR,+,htrE
glaR,-,yihM
glaR,-,ycjP
glaR,-,ydcK
glaR,+,ydeO
glaR,+,yehD
glaR,-,yehE
glaR,-,ZraR
glaR,+,safA
glaR,+,lsrG
glaR,-,tam
glaR,-,ynaE
glaR,-,chaC
glaR,+,pliG
glaR,-,pdeG
glaR,-,prmC
glaR,-,yfjD
glaR,-,yfiL
glaR,-,sgcC
glaR,-,ttdR
glaR,+,ygjI
glaR,-,ybaN
glaR,-,dgcN
glaR,-,ycgJ
glaR,-,yjdP
glaR,-,ldcC
glaR,-,elfC
glaR,-,ycbU
glaR,-,ycbV
glaR,-,csgI
glaR,+,yihD
glaR,-,yccU
glaR,+,bssS
glaR,-,dinQ
glaR,+,gltF
glcC,+,glcF
glcC,+,glcD
glcC,+,glcE
glcC,+,glcG
glcC,+,glcA
glcC,+,glcB
glcC,-,GlcC
glcC,-,glcC
glmZ,+,glmS
glmZ,+,glmU
glnG,-+,glnA
glnG,+,argT
glnG,+,hisM
glnG,+,Cbl
glnG,+,Nac
glnG,-+,NtrC
glnG,+,ddpA
glnG,+,ddpD
glnG,+,ddpC
glnG,+,ddpB
glnG,+,ddpX
glnG,+,astE
glnG,+,hisP
glnG,-+,glnQ
glnG,-+,glnP
glnG,-+,glnL
glnG,-+,glnH
glnG,-+,glnG
glnG,-+,glnZ
glnG,+,patA
glnG,+,rseB
glnG,+,rseC
glnG,+,nac
glnG,+,cbl
glnG,+,astB
glnG,+,astD
glnG,+,astA
glnG,+,astC
glnG,-,yeaE
glnG,+,yeaG
glnG,+,ddpF
glnG,+,yeaH
glnG,+,rutB
glnG,+,rpoE
glnG,+,hisJ
glnG,+,hisQ
glnG,+,glnK
glnG,+,rseA
glnG,+,yhdW
glnG,+,potG
glnG,+,potF
glnG,+,rutA
glnG,+,potH
glnG,+,amtB
glnG,+,yhdX
glnG,+,yhdY
glnG,+,yhdZ
glnG,+,rseD
glnG,+,rutG
glnG,+,rutF
glnG,+,rutE
glnG,+,rutD
glnG,+,rutC
glnG,+,relA
glnG,+,potI
glnZ,-,sucA
glnZ,-,glnP
glpR,-,glpF
glpR,-,glpX
glpR,-,glpT
glpR,-,glpQ
glpR,-,glpD
glpR,-,glpC
glpR,-,glpB
glpR,-,glpA
glpR,-,glpK
glrR,+,rseB
glrR,+,rseC
glrR,+,glmY
glrR,+,rseD
glrR,+,rpoE
glrR,+,rseA
gntR,-,idnK
gntR,-,eda
gntR,-,gntT
gntR,-,gntU
gntR,-,edd
gntR,-,idnT
gntR,-,yhgH
gntR,-,gntK
gntR,-,idnD
gntR,-,idnO
gntR,-,idnR
gntR,-,nfuA
gntR,-,IdnR
gutM,+,srlD
gutM,+,gutM
gutM,+,gutQ
gutM,+,srlB
gutM,+,srlA
gutM,+,SrlR
gutM,+,GutM
gutM,+,srlR
gutM,+,srlE
hcaR,+,hcaE
hcaR,+,hcaC
hcaR,+,hcaF
hcaR,-,HcaR
hcaR,+,hcaD
hcaR,-,iroK
hcaR,+,hcaB
hcaR,-,hcaR
hdfR,+,maoP
hdfR,-,flhD
hdfR,+,gltF
hdfR,+,gltD
hdfR,-,flhC
hdfR,+,gltB
hfq,-,oppA
hfq,-,mutS
hfq,-,cirA
hfq,-,manX
hfq,+,hpf
hfq,-,ptsN
hicB,-,hicA
hicB,-,HicB
hicB,-,hicB
higA,-,HigA
higA,-,higB
higA,-,higA
higA;higB,-,HigA
higA;higB,-,higA
higA;higB,-,higB
hipB,-,HipB
hipB,-,mazF
hipB,-,fadH
hipB,-,relA
hipB,-,mazE
hipB,-,hipA
hipB,-,hipB
hipB,-,MazE
hipB,-,eutH
hipB,-,eutA
hipB;hipA,-,hipB
hipB;hipA,-,mazF
hipB;hipA,-,HipB
hipB;hipA,-,relA
hipB;hipA,-,mazE
hipB;hipA,-,hipA
hipB;hipA,-,MazE
hns,+,gutM
hns,+,gutQ
hns,+,srlR
hns,+,fliA
hns,+,srlD
hns,+,cspD
hns,-,caiA
hns,-,caiB
hns,-,nhaR
hns,+,srlB
hns,+,srlE
hns,-,ftnA
hns,+,relA
hns,-,rcsB
hns,-,rcsA
hns,-,proX
hns,-,proW
hns,-,caiT
hns,-,proV
hns,-,evgA
hns,-,evgS
hns,-,osmC
hns,-,nrdB
hns,-,nrdA
hns,-,nirD
hns,-,caiC
hns,-,caiD
hns,-,ydcC
hns,-,gadE
hns,+,gabP
hns,+,gabD
hns,-,gspB
hns,-,iraP
hns,+,mukE
hns,+,mazF
hns,-,chiA
hns,-,pdeL
hns,-,garR
hns,-,garK
hns,-,gspO
hns,-,nirC
hns,-,stpA
hns,-,hdeA
hns,-,hdeB
hns,-,yhiD
hns,-,yciG
hns,-,dps
hns,-,nrdD
hns,-,hdfR
hns,-,gadB
hns,-,hdeD
hns,-,adiA
hns,-,yciF
hns,-,yciE
hns,+,fliZ
hns,-,fau
hns,-,nirB
hns,-,cysU
hns,+,mukB
hns,-,degP
hns,-,hns
hns,+,hisP
hns,-,galT
hns,-,galK
hns,-,galE
hns,-,dgcZ
hns,-,fimB
hns,+,hisM
hns,-,garL
hns,-,appY
hns,-,ascF
hns,-,ascG
hns,-,bglB
hns,+,fimC
hns,+,fimD
hns,-,fimE
hns,+,fimF
hns,+,fimG
hns,+,fimH
hns,+,gabT
hns,-,fucA
hns,+,fliC
hns,+,flhD
hns,+,flhC
hns,-,ilvH
hns,-,ilvI
hns,-,lacA
hns,-,lacY
hns,+,mazE
hns,+,malG
hns,+,malF
hns,+,malE
hns,-,bolA
hns,-,cadA
hns,-,cadB
hns,-,cadC
hns,-,cspA
hns,-,cydA
hns,-,cydB
hns,-,cysA
hns,-,nhaA
hns,-,cysG
hns,-,cysP
hns,-,cysW
hns,-,ddlA
hns,+,entF
hns,-,acrE
hns,-,acrF
hns,+,fepE
hns,+,fes
hns,+,fimA
hns,-,lrp
hns,-,leuO
hns,-,lacZ
hns,-,cysM
hns,-,yadC
hns,-,bglF
hns,-,CsgD
hns,-,GadX
hns,-,EvgA
hns,-,AscG
hns,-,PdeL
hns,-,AdiY
hns,+,SrlR
hns,-,yraH
hns,-,casA
hns,-,CadC
hns,-,casB
hns,-,YdeO
hns,-,CaiF
hns,-,BolA
hns,-,YjjQ
hns,-,AppY
hns,-,HdfR
hns,-,NhaR
hns,-,GadE
hns,-,casC
hns,-,LeuO
hns,+,MazE
hns,-,gadA
hns,-,rnpB
hns,-,rrfB
hns,-,rrfC
hns,-,rrfD
hns,-,rrfG
hns,-,rrfH
hns,-,rrlB
hns,-,rrlC
hns,-,rrlD
hns,-,csgE
hns,-,rrlH
hns,-,rrsB
hns,-,rrsC
hns,-,rrsD
hns,-,rrsG
hns,-,rrsH
hns,-,rrfF
hns,-,ssrS
hns,-,thrV
hns,-,HprR
hns,+,ybdZ
hns,-,gadF
hns,-,StpA
hns,-,mdtI
hns,-,asr
hns,-,mdtU
hns,-,evgL
hns,+,malH
hns,-,caiF
hns,-,sfmA
hns,-,pdeI
hns,-,elfA
hns,-,dgcT
hns,-,csgG
hns,-,ydeP
hns,-,ydeO
hns,-,gadC
hns,-,dosC
hns,-+,hlyE
hns,-,pdeG
hns,-,bluF
hns,-,csgD
hns,-,mdtJ
hns,-,micF
hns,-,rflP
hns,-,dgcJ
hns,+,GutM
hns,-,CspA
hns,-,RcsB
hns,-,GadW
hns,-,H-NS
hns,-,casD
hns,-,Lrp
hns,+,FliZ
hns,-,Dan
hns,-,casE
hns,-,cas1
hns,+,glaH
hns,+,csiE
hns,-,pdeF
hns,-,oxc
hns,-,yfcV
hns,-,hprR
hns,-,hchA
hns,+,tcyJ
hns,-,cdgI
hns,-,ileV
hns,-,rrlG
hns,-,gltW
hns,-,yehD
hns,+,hisJ
hns,-,gspK
hns,-,gspJ
hns,+,hisQ
hns,+,mukF
hns,+,cmoM
hns,-,yehC
hns,-,gspM
hns,-,cbpA
hns,-,ileU
hns,-,mdtE
hns,-,mdtF
hns,-,gadW
hns,-,gadX
hns,-,ybgD
hns,-,pagP
hns,-,yfaE
hns,-,yehB
hns,+,fimI
hns,-,bglG
hns,+,fimR2
hns,+,fliX
hns,+,srlA
hns,-,nrdG
hns,-,bglJ
hns,-,yjjQ
hns,-,yehA
hns,-,yjjP
hns,-,adeD
hns,-,galM
hns,-,glvC
hns,-,dctR
hns,-,slp
hns,-,pdeC
hns,-,adiY
hns,-,gspL
hns,-,rcsD
hns,-,yhiM
hns,-,csgF
hns,-,gspG
hns,-,gspH
hns,-,gspI
hns,-,gspD
hns,-,gspC
hns,-,alaU
hns,-,cas2
hns,-,garP
hns,-,ttdR
hns,-,gspF
hns,-,caiE
hns,-,adiC
hns,+,lhgD
hns,-,gspA
hns,-,gltU
hns,-,gltT
hns,-,alaV
hns,+,cycA
hns,-,gspE
hprR,+,CusR
hprR,+,cusS
hprR,+,cusR
hprR,+,msrQ
hprR,+,hiuH
hprR,+,msrP
hprR,+,cusC
hprR,-,cyoA
hprR,-,cyoB
hprR,-,cyoC
hprR,-,cyoD
hprR,-,cyoE
hprR,+,cusA
hprR,+,cusB
hprR,+,cusF
hupA;hupB,-,galE
hupA;hupB,-,galK
hupA;hupB,-,mtr
hupA;hupB,-,tyrP
hupA;hupB,-,galM
hupA;hupB,-,pgm
hupA;hupB,-,seqA
hupA;hupB,+,micF
hupA;hupB,-,galT
hyfR,+,hyfD
hyfR,+,hyfA
hyfR,+,hyfB
hyfR,+,hyfC
hyfR,+,hyfE
hyfR,+,hyfF
hyfR,+,hyfG
hyfR,+,hyfR
hyfR,+,hyfI
hyfR,+,hyfJ
hyfR,+,HyfR
hyfR,+,focB
hyfR,+,hyfH
hypT,-,fecC
hypT,-,fecB
hypT,-,fecA
hypT,+,cysH
hypT,+,cydB
hypT,+,metI
hypT,-,fecD
hypT,+,metQ
hypT,+,metL
hypT,+,metB
hypT,+,cydA
hypT,-,fecE
hypT,+,metN
ibpA,-,ibpA
ibpA,-,ibpB
iclR,-,aceB
iclR,-,aceA
iclR,-,aceK
iclR,-,iclR
iclR,-,IclR
idnR,+,idnR
idnR,-,gntU
idnR,+,idnK
idnR,+,idnO
idnR,+,idnD
idnR,+,IdnR
idnR,-,gntK
idnR,+,idnT
ihfA;ihfB,-+,norV
ihfA;ihfB,-,PlaR
ihfA;ihfB,+,FhlA
ihfA;ihfB,+,Fis
ihfA;ihfB,+,YeiL
ihfA;ihfB,-,OmpR
ihfA;ihfB,+,CsgD
ihfA;ihfB,-,FliZ
ihfA;ihfB,+,TdcA
ihfA;ihfB,-,tcyJ
ihfA;ihfB,+,sufB
ihfA;ihfB,+,sufC
ihfA;ihfB,+,sufD
ihfA;ihfB,+,sufS
ihfA;ihfB,+,sufE
ihfA;ihfB,+,paaK
ihfA;ihfB,+,paaJ
ihfA;ihfB,+,paaI
ihfA;ihfB,+,FNR
ihfA;ihfB,+,HipB
ihfA;ihfB,+,fimR2
ihfA;ihfB,+,narS
ihfA;ihfB,+,hycI
ihfA;ihfB,+,glcA
ihfA;ihfB,+,glcG
ihfA;ihfB,+,glcE
ihfA;ihfB,+,glcD
ihfA;ihfB,+,tdcG
ihfA;ihfB,+,tdcF
ihfA;ihfB,-,rseB
ihfA;ihfB,+,tdcE
ihfA;ihfB,+,rtcA
ihfA;ihfB,+,rtcB
ihfA;ihfB,-,ulaG
ihfA;ihfB,-,rseC
ihfA;ihfB,-,ulaD
ihfA;ihfB,-,ulaE
ihfA;ihfB,-,ulaF
ihfA;ihfB,-+,ilvG
ihfA;ihfB,+,dcuD
ihfA;ihfB,-,ulaA
ihfA;ihfB,+,folA
ihfA;ihfB,+,yjbE
ihfA;ihfB,+,fis
ihfA;ihfB,-,flhC
ihfA;ihfB,-,flhD
ihfA;ihfB,+,hycB
ihfA;ihfB,+,hycA
ihfA;ihfB,+,hipA
ihfA;ihfB,+,hipB
ihfA;ihfB,-,ihfB
ihfA;ihfB,-,ihfA
ihfA;ihfB,+,hemA
ihfA;ihfB,+,gltD
ihfA;ihfB,+,gltB
ihfA;ihfB,+,gltA
ihfA;ihfB,-,glpT
ihfA;ihfB,-,glpQ
ihfA;ihfB,+,glnQ
ihfA;ihfB,+,glnP
ihfA;ihfB,+,glnH
ihfA;ihfB,+,gcd
ihfA;ihfB,+,fimH
ihfA;ihfB,+,fimG
ihfA;ihfB,+,fimF
ihfA;ihfB,+,fimD
ihfA;ihfB,+,paaH
ihfA;ihfB,+,aceA
ihfA;ihfB,+,aceB
ihfA;ihfB,+,aceK
ihfA;ihfB,-,osmE
ihfA;ihfB,-+,carA
ihfA;ihfB,-+,carB
ihfA;ihfB,-+,cysG
ihfA;ihfB,+,cysH
ihfA;ihfB,+,fnr
ihfA;ihfB,+,cysI
ihfA;ihfB,-,dmsA
ihfA;ihfB,-,dmsB
ihfA;ihfB,-,dmsC
ihfA;ihfB,+,dppA
ihfA;ihfB,-,envZ
ihfA;ihfB,+,fhlA
ihfA;ihfB,+,fimA
ihfA;ihfB,+,fimB
ihfA;ihfB,+,fimC
ihfA;ihfB,+,cysJ
ihfA;ihfB,+,paaG
ihfA;ihfB,-,rpoE
ihfA;ihfB,+,paaE
ihfA;ihfB,+,prfA
ihfA;ihfB,+,phoU
ihfA;ihfB,+,pstS
ihfA;ihfB,+,pflB
ihfA;ihfB,-,ompR
ihfA;ihfB,-+,ompF
ihfA;ihfB,-,ompC
ihfA;ihfB,-,nmpC
ihfA;ihfB,-+,nirD
ihfA;ihfB,+,proV
ihfA;ihfB,-+,nirC
ihfA;ihfB,-,ndh
ihfA;ihfB,+,narK
ihfA;ihfB,+,narJ
ihfA;ihfB,+,narI
ihfA;ihfB,+,narH
ihfA;ihfB,+,narG
ihfA;ihfB,-,mtr
