regulator,edge,regulated
crp,+,frlA
crp,+,fixB
crp,+,fixC
crp,+,fixX
crp,+,dctA
crp,+,dgoA
crp,+,lyxK
crp,+,dgoK
crp,+,gpsA
crp,+,hpt
crp,+,xylH
crp,+,uxuR
crp,+,mpl
crp,-,puuR
crp,+,modA
crp,+,gatY
crp,+,dgoT
crp,+,yiaO
crp,+,yiaN
crp,-,metY
crp,+,yehA
crp,+,yehB
crp,+,yehC
crp,+,yehD
crp,+,psuG
crp,+,yeiP
crp,+,hofB
crp,+,ppdD
crp,+,nupC
crp,+,treB
crp,+,galP
crp,+,idnK
crp,+,cspE
crp,+,chbG
crp,-,mdtE
crp,-,mdtF
crp,-,gadX
crp,+,xylG
crp,-,nlpE
crp,-,exuR
crp,+,mtlR
crp,+,actP
crp,+,xylR
crp,+,xylF
crp,+,ulaC
crp,+,yiaM
crp,+,yiaL
crp,+,yiaK
crp,-+,galM
crp,+,grcA
crp,+,yjcH
crp,+,hofC
crp,-,puuB
crp,-+,csqR
crp,+,rhaD
crp,+,rhaA
crp,+,rhaB
crp,+,sbmC
crp,+,rpoE
crp,+,aphA
crp,+,gcvP
crp,+,ulaB
crp,+,uxuB
crp,+,uxaA
crp,-,cysG
crp,+,cyoE
crp,+,cyoD
crp,+,cyoC
crp,+,cyoB
crp,+,cyoA
crp,-,cyaA
crp,+,cstA
crp,-+,crr
crp,-+,crp
crp,+,cpdB
crp,+,exuT
crp,+,cirA
crp,+,modC
crp,+,chbF
crp,+,chbR
crp,+,chbA
crp,+,chbC
crp,+,chbB
crp,-+,cytR
crp,-+,cdd
crp,-+,deoA
crp,+,caiT
crp,+,treC
crp,-+,dadA
crp,-+,dadX
crp,+,marA
crp,+,marR
crp,+,gcvT
crp,+,acs
crp,-,narQ
crp,-,gadB
crp,-,gltF
crp,+,glpX
crp,+,fadD
crp,+,ychH
crp,-,gadE
crp,+,nadC
crp,+,caiD
crp,+,caiC
crp,+,caiB
crp,+,caiA
crp,+,fixA
crp,+,bglG
crp,-,plaR
crp,+,bglB
crp,+,zraS
crp,-,aceA
crp,-,aceB
crp,+,aceE
crp,+,aceF
crp,-,aceK
crp,+,agp
crp,+,aldA
crp,-,puuC
crp,-,ampD
crp,-,ampE
crp,+,ansB
crp,+,araA
crp,+,araB
crp,+,araC
crp,+,bglF
crp,+,araD
crp,+,dcuB
crp,+,araE
crp,+,modB
crp,+,sgcA
crp,+,aspA
crp,+,ascF
crp,+,ascB
crp,+,cas3
crp,+,gntU
crp,+,gntK
crp,-,aroA
crp,+,caiE
crp,+,argG
crp,-+,araJ
crp,+,araH
crp,+,araG
crp,+,gntP
crp,+,sgcX
crp,+,sgcC
crp,+,idnT
crp,+,araF
csgD,-,FliZ
csgD,+,CsgD
csgD,-,tcyJ
csgD,-,yhbS
csgD,+,nlpA
csgD,-,pepD
csgD,+,dgcC
csgD,-,fliE
csgD,-,fliF
csgD,-,fliA
csgD,-,fliZ
csgD,+,csgA
csgD,-,ubiT
csgD,-,fliG
csgD,-,fliH
csgD,+,yccJ
csgD,+,wrbA
csgD,-,fliI
csgD,-,flgN
csgD,+,csgC
csgD,-,flgM
csgD,+,csgD
csgD,+,csgE
csgD,+,csgB
csgD,+,csgG
csgD,+,csgI
csgD,-,fliK
csgD,-,fliJ
csgD,+,csgF
csgD,+,iraP
cspA,+,H-NS
cspA,+,gyrA
cspA,+,hns
csqR,-,csqR
csqR,-,yihU
csqR,-,yihT
csqR,-,yihS
csqR,-,yihV
csqR,-,CsqR
csrA,-,glgC
csrA,-,evgA
csrA,-,glgS
csrA,-,acnA
csrA,-,nhaR
csrA,-,pgaC
csrA,-,pgaB
csrA,-,pgaA
csrA,-,glgA
csrA,-,dgcT
csrA,-,EvgA
csrA,-,NhaR
csrA,-,dgcZ
csrA,-,SdiA
csrA,+,ymdA
csrA,-,ytiD
csrA,-,ytiC
csrA,-,idlP
csrA,-,rpoE
csrA,+,moaC
csrA,+,moaE
csrA,+,moaD
csrA,+,moaB
csrA,+,moaA
csrA,-,sdiA
csrA,-,glgP
csrA,-,iraD
csrA,-,pgaD
cueR,-,moaC
cueR,-,moaB
cueR,-,moaD
cueR,-,rsd
cueR,+,cueO
cueR,-,rmf
cueR,+,copA
cueR,-,moaA
cueR,-,moaE
cusR,+,cyoB
cusR,+,cusB
cusR,+,msrP
cusR,+,cyoA
cusR,+,hiuH
cusR,+,cusF
cusR,+,cusC
cusR,+,msrQ
cusR,+,cusR
cusR,+,cusA
cusR,+,cyoE
cusR,+,cyoD
cusR,+,CusR
cusR,+,cyoC
cusR,+,cusS
cyaR,-,yliM
cyaR,-,rpoS
cyaR,-,luxS
cyaR,-,nadE
cyaR,-,yacL
cyaR,-,yobF
cyaR,-,ompX
cyaR,-,hdeD
cyaR,-,yqaE
cynR,+,cynX
cynR,+,cynS
cynR,+,cynT
cynR,-,cynR
cynR,-,CynR
cysB,+,yciW
cysB,-,hslJ
cysB,+,ybdN
cysB,+,tcyP
cysB,-,ssuE
cysB,-,ssuD
cysB,-,ssuC
cysB,+,ariR
cysB,+,tauC
cysB,-,CysB
cysB,+,tauA
cysB,+,cysA
cysB,-,cysB
cysB,+,cysC
cysB,+,cysD
cysB,+,cysH
cysB,+,cysI
cysB,+,cysJ
cysB,+,cysK
cysB,+,cysM
cysB,+,cysN
cysB,+,cysP
cysB,+,yoaC
cysB,+,cysU
cysB,+,cysW
cysB,+,dgcZ
cysB,-,ssuB
cysB,+,tauD
cysB,+,tauB
cysB,+,tcyJ
cysB,-,ssuA
cysB,+,yfbR
cysB,+,Cbl
cysB,+,cbl
cysB,+,ygeH
cytR,-,CytR
cytR,-,ycdZ
cytR,-,nupC
cytR,-,aphA
cytR,-,udp
cytR,-,cytR
cytR,-,rpoH
cytR,-,ppiA
cytR,-,nupG
cytR,-,deoD
cytR,-,deoC
cytR,-,deoB
cytR,-,deoA
cytR,-,tsx
cytR,-,cdd
dcuR,+,aspA
dcuR,+,DpiA
dcuR,+,dcuB
dcuR,+,frdA
dcuR,+,frdB
dcuR,+,frdC
dcuR,+,frdD
dcuR,+,fumB
dcuR,+,pck
dcuR,+,dcuA
dcuR,+,dctA
dcuR,+,dpiA
dcuR,+,dpiB
deaD,+,SdiA
deaD,+,MntR
deaD,+,mntR
deaD,+,ldtD
deaD,+,UvrY
deaD,+,uvrY
deaD,+,sdiA
decR,+,cyuA
decR,+,cyuP
deoR,-,deoD
deoR,-,deoC
deoR,-,nupG
deoR,-,deoA
deoR,-,deoB
deoR,-,tsx
dgoR,-,dgoR
dgoR,-,dgoT
dgoR,-,dgoK
dgoR,-,dgoA
dgoR,-,DgoR
dgoR,-,dgoD
dhaR,-,DhaR
dhaR,+,dhaL
dhaR,+,dhaK
dhaR,+,dhaM
dhaR,-,dhaR
dicA,-,ydfD
dicA,-,intQ
dicA,-,insD7
dicA,-,ydfX
dicA,-,ydfW
dicA,-,ydfE
dicA,-,dicC
dicA,+,DicA
dicA,-,dicB
dicA,+,dicA
dicD,-,dicC
dicD,-,dicB
dicD,-,dicA
dicF,-,XylR
dicF,-,ftsZ
dicF,-,xylR
dicF,-,pykA
dicF,-,manX
dksA,-,rplU
dksA,-,tufA
dksA,-,rimM
dksA,-,rpmI
dksA,-,rpmJ
dksA,+,iraP
dksA,+,hisL
dksA,-,pheM
dksA,+,thrL
dksA,-,dusB
dksA,-,fabD
dksA,-,fabG
dksA,-,trmD
dksA,-,gluQ
dksA,-,thrS
dksA,+,thrB
dksA,-,rpsI
dksA,-,rpsJ
dksA,-,rpsK
dksA,-,rpsL
dksA,-,rpsM
dksA,-,rpsN
dksA,+,thrC
dksA,-,rpsP
dksA,-,rpsS
dksA,-,rpsT
dksA,-,rpsU
dksA,-,spoT
dksA,-,trmH
dksA,+,thrA
dksA,-,rpsQ
dksA,-,folK
dksA,+,csrA
dksA,-,yhbE
dksA,-,rrlA
dksA,-,rrfH
dksA,-,rrfG
dksA,-,rrfE
dksA,-,rrfD
dksA,-,rrfC
dksA,-,rrfB
dksA,-,rrfA
dksA,-+,proM
dksA,-+,leuT
dksA,-,ileV
dksA,-,ileU
dksA,-,ileT
dksA,-+,hisR
dksA,-,gltW
dksA,-,gltV
dksA,-,gltU
dksA,+,thiQ
dksA,+,thiP
dksA,+,thiB
dksA,+,setA
dksA,+,talA
dksA,+,rpoE
dksA,-,rpsH
dksA,+,sgrR
dksA,+,rseA
dksA,-,alaT
dksA,-,alaU
dksA,-,alaV
dksA,-+,argX
dksA,-,gltT
dksA,+,tktB
dksA,-,rpsG
dksA,-,rpsD
dksA,-,rrlB
dksA,-,pheT
dksA,-,pheS
dksA,-,pcnB
dksA,+,livJ
dksA,+,rpoS
dksA,-,infC
dksA,+,hmp
dksA,+,hisI
dksA,+,hisH
dksA,+,hisG
dksA,+,hisF
dksA,+,hisD
dksA,+,hisC
dksA,+,hisB
dksA,-,secY
dksA,+,hisA
dksA,-,fusA
dksA,-,mutM
dksA,-,fis
dksA,+,fimB
dksA,-,fadR
dksA,-,fabH
dksA,-,dnaG
dksA,-,dksA
dksA,+,argI
dksA,-,thrV
dksA,-,FadR
dksA,+,SgrR
dksA,-,Fis
dksA,-,DksA
dksA,-,ihfA
dksA,-,rpsE
dksA,-,recG
dksA,-,rplB
dksA,-,rpsC
dksA,-,rpsA
dksA,-,rpoZ
dksA,-,rpoD
dksA,-,rpoC
dksA,-,rpoB
dksA,-,rpoA
dksA,-,rpmG
dksA,-,rpmD
dksA,-,rpmC
dksA,-,rpmB
dksA,-,rplY
dksA,-,rplX
dksA,-,rplW
dksA,-,rplA
dksA,-,rplV
dksA,-,rplS
dksA,-,rplR
dksA,-,rplQ
dksA,-,rplP
dksA,-,rplO
dksA,-,rplN
dksA,-,rplM
dksA,-,rplL
dksA,-,rplK
dksA,-,rplJ
dksA,-,rplF
dksA,-,rplE
dksA,-,rplD
dksA,-,rplC
dksA,-,rplT
dksA,-,rrlC
dksA,-,ihfB
dksA,-,rrsE
dksA,-,rrsH
dksA,-,rrsD
dksA,+,sgrT
dksA,-,rrsG
dksA,-,rrfF
dksA,+,csrC
dksA,-,ytiD
dksA,+,rybB
dksA,+,csrB
dksA,+,isrC
dksA,+,sroA
dksA,+,hlyE
dksA,+,dsrA
dksA,-,idlP
dksA,+,sgrS
dksA,-,ytiC
dksA,-,rpmA
dksA,-,iraD
dksA,-,obgE
dksA,+,rseB
dksA,-,rrsC
dksA,-,rrlD
dksA,+,rseC
dksA,-,rrsB
dksA,-,rrlH
dksA,-,rrlG
dksA,-,rrlE
dksA,+,flu
dksA,-,rrsA
dnaA,-,ytiD
dnaA,-+,DnaA
dnaA,-,guaA
dnaA,-,yjeV
dnaA,-,aldA
dnaA,-+,dnaA
dnaA,-+,dnaN
dnaA,-,guaB
dnaA,-+,recF
dnaA,-+,nrdB
dnaA,-,idlP
dnaA,-,iraD
dnaA,-+,nrdA
dnaA,-,uvrB
dnaA,-,rpoH
dnaA,-,ytiC
dnaA,-+,yfaE
dnaA,-,recN
dnaA,+,polA
dpiA,+,mdh
dpiA,+,citF
dpiA,+,citG
dpiA,+,citX
dpiA,+,dpiA
dpiA,+,dpiB
dpiA,+,citC
dpiA,+,citD
dpiA,-,AppY
dpiA,+,DpiA
dpiA,+,citE
dpiA,-,appY
dpiA,+,exuT
dsdC,+,dsdX
dsdC,-,dsdC
dsdC,-,DsdC
dsdC,+,dsdA
dsrA,-,rbsC
dsrA,-,lrp
dsrA,-,rbsB
dsrA,-,rbsD
dsrA,-,rbsA
dsrA,-,rbsR
dsrA,-,rbsK
dsrA,-,H-NS
dsrA,-,Lrp
dsrA,-,RbsR
dsrA,-,rbsZ
dsrA,-,hns
dsrA,+,rpoS
ebgR,-,ebgC
ebgR,-,ebgA
envR,-,acrA
envR,-,acrB
envY,+,ompC
envY,+,ompF
evgA,+,ydeO
evgA,+,safA
evgA,+,ydeP
evgA,+,yegZ
evgA,+,yegR
evgA,+,emrK
evgA,+,EvgA
evgA,+,gadF
evgA,+,acrD
evgA,+,gadE
evgA,+,evgA
evgA,+,evgS
evgA,+,mdtE
evgA,+,mdtF
evgA,+,emrY
evgA,+,YdeO
evgA,+,yfdE
evgA,+,yfdV
evgA,+,oxc
evgA,+,frc
evgA,+,yfdX
evgA,+,evgL
evgA,+,GadE
exuR,-,uxuR
exuR,-,lgoR
exuR,-,UxuR
exuR,-,ExuR
exuR,-,uxaC
exuR,-,lgoD
exuR,-,uxaB
exuR,-,uxuA
exuR,-,uxaA
exuR,-,exuT
exuR,-,exuR
exuR,-,uxuB
fabR,-,fabB
fabR,-,fabA
fadR,+,accA
fadR,-,fadD
fadR,-,sroD
fadR,-,fadL
fadR,-,fadB
fadR,-,fadA
fadR,-,uspA
fadR,+,fabG
fadR,+,fadR
fadR,+,iclR
fadR,+,fabD
fadR,+,fabI
fadR,+,fabH
fadR,-,fadM
fadR,+,accB
fadR,+,fabB
fadR,+,fabA
fadR,+,accD
fadR,-,fadJ
fadR,-,fadI
fadR,-,fadH
fadR,+,AccB
fadR,+,FadR
fadR,+,IclR
fadR,+,accC
fadR,-,fadE
feaR,+,tynA
feaR,+,feaB
fhlA,+,hyfA
fhlA,+,hyfB
fhlA,+,hycH
fhlA,+,hyfE
fhlA,+,hyfF
fhlA,+,hyfG
fhlA,+,hydN
fhlA,+,hypF
fhlA,+,fdhF
fhlA,+,fhlA
fhlA,+,hycA
fhlA,+,hycB
fhlA,+,hycC
fhlA,+,hycD
fhlA,+,hycE
fhlA,+,hycF
fhlA,+,hyfH
fhlA,+,hyfI
fhlA,+,hyfJ
fhlA,+,hyfR
fhlA,+,focB
fhlA,+,hycI
fhlA,+,hycG
fhlA,+,hypA
fhlA,+,FhlA
fhlA,+,HyfR
fhlA,+,hypB
fhlA,+,hypC
fhlA,+,hypD
fhlA,+,hypE
fhlA,+,hyfD
fhlA,+,hyfC
fimR2,-,fliG
fimR2,-,fliJ
fimR2,-,fliI
fimR2,-,fliR
fimR2,+,hofQ
fimZ,+,puuC
fimZ,+,puuB
fimZ,+,sfmA
fimZ,+,sfmC
fimZ,+,puuD
fis,+,pheU
fis,+,metY
fis,+,metU
fis,+,metT
fis,+,leuX
fis,+,lysV
fis,+,lysT
fis,+,leuW
fis,+,leuV
fis,+,leuT
fis,+,lysW
fis,+,pheV
fis,+,argW
fis,+,leuQ
fis,+,proL
fis,+,proM
fis,-+,rnpB
fis,+,rrfA
fis,+,rrfB
fis,+,rrfC
fis,+,rrfD
fis,+,rrfG
fis,+,rrfH
fis,+,rrlA
fis,+,proK
fis,+,leuP
fis,+,hisR
fis,+,ileU
fis,+,argU
fis,+,alaX
fis,+,alaW
fis,+,alaV
fis,+,alaU
fis,+,alaT
fis,-,xylR
fis,-,xylF
fis,+,yfaE
fis,+,rrlB
fis,-,acnB
fis,+,ileV
fis,+,aspV
fis,+,glnV
fis,+,glnW
fis,+,glnX
fis,+,gltT
fis,+,gltU
fis,+,gltV
fis,+,gltW
fis,+,glyT
fis,+,glyU
fis,+,argX
fis,+,ileT
fis,+,glnU
fis,+,rrlC
fis,+,tyrT
fis,+,rrlE
fis,-,cspI
fis,+,flxA
fis,-,yoaG
fis,-,yeaR
fis,+,yodD
fis,-,glcC
fis,-,nanQ
fis,-,nanK
fis,-,nanE
fis,-,narS
fis,+,fimR2
fis,+,glnZ
fis,-,DnaA
fis,+,H-NS
fis,+,CspA
fis,-,Fis
fis,+,MarA
fis,-,XylR
fis,+,MarR
fis,+,NtrC
fis,-,GadX
fis,-,CRP
fis,-,GlcC
fis,+,MazE
fis,-,gadC
fis,+,rrlD
fis,-,hlyE
fis,+,malH
fis,+,rrlG
fis,+,rrlH
fis,+,rrsA
fis,+,rrsB
fis,+,rrsC
fis,+,rrsD
fis,+,rrsE
fis,+,rrsG
fis,+,rrsH
fis,+,rrfF
fis,+,serT
fis,+,serX
fis,-+,ssrS
fis,+,thrT
fis,+,thrU
fis,+,thrV
fis,+,thrW
fis,-,aldB
fis,+,tyrU
fis,+,tyrV
fis,+,valT
fis,+,valU
fis,+,valX
fis,+,valY
fis,-,gadA
fis,-,nanT
fis,-,xylH
fis,+,rrfE
fis,-,gadX
fis,+,hns
fis,-,gyrB
fis,-,gyrA
fis,-,guaB
fis,-,guaA
fis,-,gltX
fis,+,hupA
fis,+,glpT
fis,+,glpC
fis,+,glpB
fis,+,glpA
fis,-,glnQ
fis,+,glnL
fis,+,glnG
fis,+,glpQ
fis,-,hupB
fis,-,hyaA
fis,-,hyaB
fis,-,mglC
fis,-,mglA
fis,+,mazG
fis,+,mazE
fis,+,malG
fis,+,malF
fis,+,malE
fis,+,lpd
fis,+,rsmA
fis,-,katE
fis,+,infB
fis,-,hyaF
fis,-,hyaE
fis,-,hyaD
fis,-,hyaC
fis,+,glnA
fis,-,fumB
fis,-,fis
fis,+,fimH
fis,+,cyoC
fis,+,cyoB
fis,+,cyoA
fis,-,xylG
fis,-,crp
fis,+,carB
fis,+,carA
fis,-,bglG
fis,-,bglF
fis,-,bglB
fis,+,apaH
fis,+,apaG
fis,-,ansB
fis,-,osmE
fis,+,adhE
fis,+,cyoD
fis,-,mtlA
fis,+,cyoE
fis,+,deoA
fis,+,fimG
fis,+,fimF
fis,+,fimD
fis,+,fimC
fis,+,fimA
fis,+,fadB
fis,+,fadA
fis,-,dnaN
fis,-,dnaA
fis,-,dmsC
fis,-,dmsB
fis,-,dmsA
fis,+,deoD
fis,+,deoC
fis,+,deoB
fis,-,cysG
fis,-,mtlD
fis,+,cspA
fis,-,narG
fis,-,dps
fis,-,osmY
fis,-,dusB
fis,+,mazF
fis,-,nrfB
fis,-,yjcH
fis,+,nuoC
fis,+,nuoE
fis,+,nuoG
fis,+,nuoH
fis,+,nuoI
fis,+,nuoJ
fis,+,nuoK
fis,+,nuoL
fis,+,fimI
fis,-,msrA
fis,+,marA
fis,+,marR
fis,-,acs
fis,+,nuoA
fis,+,nuoB
fis,-,nrfG
fis,-,actP
fis,+,grcA
fis,-,nrfA
fis,+,nuoF
fis,+,nuoN
fis,+,nuoM
fis,-,nrfF
fis,-,nrfE
fis,-,nrfD
fis,+,marB
fis,+,sra
fis,-,nrfC
fis,-,gadB
fis,+,proP
fis,-,cbpA
fis,-,mtlR
fis,-,rpsI
fis,-,ogt
fis,+,pdxA
fis,-,pflB
fis,+,pnp
fis,-+,ptsG
fis,-,pyrD
fis,+,queA
fis,-,recF
fis,-,rplM
fis,-,cbpM
fis,+,rpsO
fis,-,tolB
fis,-+,topA
fis,+,nrdA
fis,-,nirD
fis,-,nirC
fis,-,nirB
fis,+,rimP
fis,+,rbfA
fis,-,narH
fis,+,truB
fis,-,nanA
fis,-+,fau
fis,+,nusA
fis,+,tufB
fis,+,trg
fis,+,tpr
fis,-,narI
fis,-,narJ
fis,-,narK
fis,-+,ndh
fis,+,trmA
fis,+,nrdB
flhD;flhC,+,ppdA
flhD;flhC,+,gltL
flhD;flhC,+,gltK
flhD;flhC,+,gltJ
flhD;flhC,+,pdeH
flhD;flhC,+,napG
flhD;flhC,+,napA
flhD;flhC,+,napF
flhD;flhC,+,ccmD
flhD;flhC,+,sroC
flhD;flhC,+,napD
flhD;flhC,+,flhA
flhD;flhC,+,flgB
flhD;flhC,+,ymdB
flhD;flhC,+,ymdA
flhD;flhC,+,csgC
flhD;flhC,+,fliK
flhD;flhC,+,fliJ
flhD;flhC,+,fliI
flhD;flhC,+,napH
flhD;flhC,+,flgA
flhD;flhC,+,flgM
flhD;flhC,+,flgI
flhD;flhC,+,flgH
flhD;flhC,+,flgG
flhD;flhC,+,flgF
flhD;flhC,+,flgE
flhD;flhC,+,flgD
flhD;flhC,+,flgC
flhD;flhC,+,flgJ
flhD;flhC,+,napB
flhD;flhC,+,fliT
flhD;flhC,+,ccmA
flhD;flhC,+,fliO
flhD;flhC,+,ppdB
flhD;flhC,+,ygdB
flhD;flhC,+,ppdC
flhD;flhC,+,fliD
flhD;flhC,+,recC
flhD;flhC,+,ptsH
flhD;flhC,+,pfkA
flhD;flhC,-,mglC
flhD;flhC,-,mglB
flhD;flhC,-,mglA
flhD;flhC,+,fliE
flhD;flhC,-,mdh
flhD;flhC,+,glpC
flhD;flhC,+,glpB
flhD;flhC,+,glpA
flhD;flhC,+,epd
flhD;flhC,+,fliN
flhD;flhC,+,fliM
flhD;flhC,+,fliL
flhD;flhC,+,adhE
flhD;flhC,+,aceB
flhD;flhC,+,IclR
flhD;flhC,+,FliZ
flhD;flhC,+,iclR
flhD;flhC,+,napC
flhD;flhC,+,fliF
flhD;flhC,+,fliZ
flhD;flhC,+,ccmB
flhD;flhC,+,ccmC
flhD;flhC,+,ccmE
flhD;flhC,+,ccmF
flhD;flhC,+,ccmG
flhD;flhC,+,ccmH
flhD;flhC,+,setB
flhD;flhC,+,fliR
flhD;flhC,+,fliQ
flhD;flhC,+,fliP
flhD;flhC,+,nrfG
flhD;flhC,+,fliA
flhD;flhC,+,nrfF
flhD;flhC,+,nrfD
flhD;flhC,+,nrfC
flhD;flhC,+,nrfB
flhD;flhC,+,nrfA
flhD;flhC,+,nfrB
flhD;flhC,+,fliH
flhD;flhC,+,fliG
flhD;flhC,+,hydN
flhD;flhC,+,hypF
flhD;flhC,+,clsC
flhD;flhC,+,fliS
flhD;flhC,+,nrfE
flhD;flhC,+,flgN
flhD;flhC,+,gltI
flhD;flhC,+,flhE
flhD;flhC,+,flhB
flhD;flhC,+,yecR
flhD;flhC,+,tcyJ
flhD;flhC,+,ygbK
flhD;flhC,+,fruB
flhD;flhC,+,ycgR
fliX,-,rpsS
fliX,-,fliC
fliX,-,rplC
fliX,-,rplD
fliX,-,rplP
fliX,-,rplV
fliX,-,rplW
fliX,-,rpmC
fliX,-,rplB
fliX,-,rpsC
fliX,-,rpsJ
fliX,-,rpsQ
fliZ,-,pdeR
fliZ,-,osmY
fliZ,-,hdeA
fliZ,-,GadE
fliZ,-,yhiD
fliZ,-,csgA
fliZ,-,gadB
fliZ,-,gadE
fliZ,-,yjbJ
fliZ,-,MlrA
fliZ,-,mlrA
fliZ,-,mdtF
fliZ,-,csgC
fliZ,-,gadF
fliZ,-,csgG
fliZ,-,csgF
fliZ,-,csgE
fliZ,-,csgD
fliZ,-,csgB
fliZ,-,flhD
fliZ,-,CsgD
fliZ,-,gadC
fliZ,-,mdtE
fliZ,-,flhC
fliZ,-,hdeB
fnr,+,nikA
fnr,-,hyfC
fnr,+,yffS
fnr,+,emrK
fnr,+,yfcZ
fnr,-,nac
fnr,+,yecR
fnr,+,ydhY
fnr,+,ydhV
fnr,+,ydhW
fnr,+,ydhX
fnr,+,ydhU
fnr,-,nuoM
fnr,-,nuoF
fnr,+,nrfA
fnr,-+,grcA
fnr,+,gcvP
fnr,-+,amtB
fnr,+,nrfB
fnr,+,nrfC
fnr,+,nrfD
fnr,+,nrfE
fnr,+,nrfF
fnr,+,nrfG
fnr,-,yeiL
fnr,+,ccmH
fnr,+,ydhT
fnr,-,nuoC
fnr,-,hyfD
fnr,-,hyfE
fnr,-,hyfF
fnr,-,hyfI
fnr,+,uxaC
fnr,-,nuoA
fnr,-,nuoB
fnr,-,puuP
fnr,+,nrdG
fnr,+,iraD
fnr,-,ytfE
fnr,+,dcuS
fnr,+,dcuR
fnr,-,ysgA
fnr,+,tdcE
fnr,+,tdcF
fnr,+,tdcG
fnr,-,nuoE
fnr,+,aer
fnr,+,scpC
fnr,+,scpB
fnr,+,xdhC
fnr,+,xdhB
fnr,+,xdhA
fnr,+,mltA
fnr,-,norV
fnr,-,hyfH
fnr,-,hyfG
fnr,+,pdeF
fnr,-,focB
fnr,-,hyfR
fnr,-,hyfJ
fnr,+,nfeR
fnr,-,nuoG
fnr,-,nuoH
fnr,+,bidA
fnr,+,uxaA
fnr,-,dppF
fnr,-,dppD
fnr,-,dppC
fnr,-,dppB
fnr,+,caiE
fnr,+,ccmG
fnr,+,ccmF
fnr,+,ccmE
fnr,+,ccmC
fnr,+,ccmB
fnr,+,garD
fnr,-,norW
fnr,+,garP
fnr,-,prmC
fnr,-,msrB
fnr,+,ssuB
fnr,+,yibN
fnr,+,bcsB
fnr,+,bcsZ
fnr,+,ccp
fnr,+,ccmA
fnr,+,napC
fnr,+,napB
fnr,+,napH
fnr,+,napG
fnr,+,napA
fnr,+,napF
fnr,-,ychO
fnr,+,nikB
fnr,+,feoC
fnr,+,metV
fnr,+,dmsD
fnr,+,ynfH
fnr,+,ynfG
fnr,+,ynfF
fnr,+,ynfE
fnr,+,ydfO
fnr,+,ydfZ
fnr,-,nuoI
fnr,-,nuoJ
fnr,-,nuoK
fnr,-,nuoL
fnr,-,nuoN
fnr,+,feoA
fnr,+,emrY
fnr,+,feoB
fnr,+,nikE
fnr,+,uraA
fnr,+,napD
fnr,+,ccmD
fnr,-+,glnK
fnr,+,pitA
fnr,-,gadW
fnr,-,gadX
fnr,+,nikD
fnr,+,nikC
fnr,+,ortT
fnr,-,tpx
fnr,-,puuA
fnr,-,ompX
fnr,-,zwf
fnr,+,fepE
fnr,+,viaA
fnr,+,gdhA
fnr,+,glpA
fnr,+,glpB
fnr,-,citG
fnr,+,ybdN
fnr,+,glpC
fnr,+,caiF
fnr,+,glpQ
fnr,+,glpT
fnr,-,gltB
fnr,-,gltD
fnr,-,rplT
fnr,-,rplS
fnr,+,rplP
fnr,-,rplM
fnr,-,sdhX
fnr,-,ymjE
fnr,-,gndA
fnr,+,idlP
fnr,+,fnrS
fnr,+,ybdZ
fnr,-,gadA
fnr,+,rplD
fnr,+,gcvH
fnr,-,fumC
fnr,+,fumB
fnr,-,fumA
fnr,-+,cydB
fnr,+,ravA
fnr,-,cyoA
fnr,-,cyoB
fnr,-,cyoC
fnr,-,cyoD
fnr,-,cyoE
fnr,+,cysG
fnr,+,dmsA
fnr,+,dmsB
fnr,+,dmsC
fnr,+,rplC
fnr,-,dppA
fnr,+,acrE
fnr,+,acrF
fnr,+,fdhF
fnr,-,gapC
fnr,+,fes
fnr,+,fhlA
fnr,-+,fnr
fnr,+,frdA
fnr,+,frdB
fnr,+,frdC
fnr,+,frdD
fnr,+,entF
fnr,-+,cydA
fnr,+,rplB
fnr,-,purN
fnr,+,nirD
fnr,+,nirC
fnr,+,nirB
fnr,-,ndh
fnr,-,narX
fnr,-,narL
fnr,+,narK
fnr,+,narJ
fnr,+,narI
fnr,+,narH
fnr,+,narG
fnr,+,malQ
fnr,+,malP
fnr,-+,lpd
fnr,+,katG
fnr,+,hypE
fnr,+,hypD
fnr,-,gnd
fnr,-,hemA
fnr,-,hmp
fnr,+,hypB
fnr,+,hypC
fnr,+,rnpB
fnr,+,pflB
fnr,+,pstS
fnr,+,phoU
fnr,+,NikR
fnr,-,purM
fnr,+,pstC
fnr,+,pstB
fnr,+,pstA
fnr,-,prfA
fnr,+,poxB
fnr,+,TdcA
fnr,-,NarL
fnr,-,GadW
fnr,+,DcuR
fnr,-,YeiL
fnr,+,pykA
fnr,-,SoxR
fnr,-+,ArcA
fnr,+,NfeR
fnr,+,CaiF
fnr,-+,FNR
fnr,-,Nac
fnr,-+,PdhR
fnr,-,DpiA
fnr,-,GadX
fnr,-,SoxS
fnr,+,CadC
fnr,-,HyfR
fnr,+,FhlA
fnr,-,moeB
fnr,+,narS
fnr,+,cheZ
fnr,-,ycaC
fnr,-+,fdnI
fnr,-+,fdnH
fnr,-+,fdnG
fnr,+,dcuA
fnr,+,hlyE
fnr,+,garR
fnr,+,garK
fnr,+,tdcD
fnr,-,rimM
fnr,-,hyfA
fnr,-+,ompW
fnr,-+,pdhR
fnr,+,focA
fnr,+,ung
fnr,+,thrA
fnr,+,tdcC
fnr,+,iraM
fnr,+,tdcB
fnr,+,tdcA
fnr,+,tar
fnr,+,ssuE
fnr,+,ssuA
fnr,+,ssuD
