,data_name,stage,model,score,data_f1_mean,data_f1_stde,kb_f1_mean,kb_f1_stde,bal_f1_mean,bal_f1_stde
82,ecoli,ABL2_refl,GNN,integrated,0.3649832150463147,0.020578995355243268,0.5466597976425402,0.03733828696724595,0.40693003676452083,0.016727905796867837
83,ecoli,ABL2_refine,GNN,integrated,0.3645888600204573,0.019172895224756653,0.6190310737735208,0.02624316379053826,0.41211160913268924,0.019321031715533843
84,ecoli,init,MLP,neural,0.2921397930252485,0.009570822148259356,0.21507207668166653,0.006660057092197802,0.23756610195550068,0.0074324422069241
85,ecoli,data_only,MLP,neural,0.3311779881690532,0.00041032138679056307,0.33710111477489424,0.0008958234286083611,0.33410793361456415,0.0005927208822402996
86,ecoli,ABL1_refl,MLP,neural,0.38719114375619607,0.0008564773836174933,0.3707540947770517,0.0005840420945043279,0.3783512120330266,0.00019800501208355747
87,ecoli,ABL1_refine,MLP,neural,0.38719114375619607,0.0008564773836174933,0.3836353027346908,0.006744317937298544,0.38506086975422915,0.0032646796548432278
88,ecoli,ABL2_refl,MLP,neural,0.3812174662171872,0.0028807589870975536,0.40254645433156344,0.0019688818930065355,0.39035683568553214,0.0018388935847943877
89,ecoli,ABL2_refine,MLP,neural,0.3812174662171872,0.0028807589870975536,0.4045106069211998,0.0037746697038806287,0.39117716078278447,0.0012769848992005284
90,ecoli,init,MLP,integrated,0.30381148538895814,0.0077685483378129305,0.26875007653632355,0.006211774722913593,0.2831101327741045,0.006788113831210696
91,ecoli,data_only,MLP,integrated,0.36100326088082113,0.00041477660804511984,0.5257490856760083,0.001396475511546147,0.4030309408241147,0.0003813100397384306
92,ecoli,ABL1_refl,MLP,integrated,0.36157666299567476,0.0008613101265367851,0.527366864339271,0.00312720313580811,0.4036926297581497,0.0006758463764009737
93,ecoli,ABL1_refine,MLP,integrated,0.3511123724881038,0.003905192674029029,0.5973994646445768,0.007544874707263394,0.3976328607363461,0.004206200332337706
94,ecoli,ABL2_refl,MLP,integrated,0.3510881369354367,0.00420756628629787,0.5973638877259559,0.007717407834248513,0.3977076105092985,0.004429517095051433
95,ecoli,ABL2_refine,MLP,integrated,0.3499712097773221,0.0036962836415147804,0.6007576960417731,0.004653847702841718,0.396815633270768,0.004017591967740819
