Group Index,gene_name,init_macro_f1,pretrain_macro_f1,abl1_macro_f1,abl2_macro_f1,init_micro_f1,pretrain_micro_f1,abl1_micro_f1,abl2_micro_f1,init_weighted_f1,pretrain_weighted_f1,abl1_weighted_f1,abl2_weighted_f1,init_class-1_f1,pretrain_class-1_f1,abl1_class-1_f1,abl2_class-1_f1,init_class0_f1,pretrain_class0_f1,abl1_class0_f1,abl2_class0_f1,init_class1_f1,pretrain_class1_f1,abl1_class1_f1,abl2_class1_f1
0,MazF,     0.2484245955507229,0.212234476140533,0.2669424356324181,0.21120452811991305,0.2957913455838767,0.44931831653823356,0.42916419679905154,0.4339063426200356,0.05368586629629135,0.018140437081456184,0.03197778761386871,0.01803329400718212,0.03715170278637771,0.0,0.010869565217391304,0.0,0.3130434782608696,0.6172229089410796,0.5824964131994261,0.6099830795262268,0.3950786056049214,0.01948051948051948,0.20746132848043677,0.023630504833512353
1,ryhB,     0.23120011733326926,0.3081914162779767,0.3265230218360096,0.33553635429737166,0.3206876111440427,0.8275044457617071,0.7605216360403082,0.5826911677534085,0.10532777011394501,0.0396406315267086,0.06578759849071503,0.12943848967552185,0.06676783004552352,0.016666666666666666,0.02185792349726776,0.07851239669421488,0.46177062374245476,0.9079075821672633,0.869475847893114,0.7352592006331619,0.16506189821182943,0.0,0.08823529411764706,0.1928374655647383
2,cyaR,     0.3482919520348164,0.17935218870818662,0.263139962011865,0.32475089661044093,0.355463347164592,0.2607192254495159,0.2835408022130014,0.3284923928077455,0.33541497588157654,0.20702701807022095,0.27343469858169556,0.34076905250549316,0.3213872832369942,0.07494145199063232,0.20408163265306123,0.3819379115710254,0.3102232667450059,0.39224897240164414,0.3586715867158672,0.35294117647058826,0.413265306122449,0.07086614173228346,0.22666666666666666,0.23937360178970918
3,gcvB,     0.3373437876002751,0.1928919659530988,0.29426154139312444,0.28745524757984403,0.338865836791148,0.2987551867219917,0.35131396957123096,0.34716459197787,0.33353862166404724,0.19895042479038239,0.2969086468219757,0.29181718826293945,0.37937743190661477,0.029900332225913623,0.19318181818181818,0.1691842900302115,0.32597266035751843,0.4493491794001132,0.48041104688503533,0.47438330170777987,0.3066812705366922,0.0994263862332696,0.2091917591125198,0.21879815100154082
4,micA,     0.24137320440583424,0.06790890269151138,0.2919524556990807,0.2675316729220574,0.343015214384509,0.11341632088520055,0.359612724757953,0.35408022130013833,0.1098506897687912,0.0475199855864048,0.22738192975521088,0.1577358841896057,0.08178438661710037,0.0,0.2413793103448276,0.13855421686746988,0.14696485623003194,0.20372670807453416,0.1487964989059081,0.17391304347826086,0.49537037037037035,0.0,0.4856815578465063,0.4901277584204414
5,dicF,     0.2709638300482902,0.29113857388617775,0.3389273796833243,0.30405223679885246,0.32088520055325037,0.7385892116182573,0.623789764868603,0.7178423236514523,0.20813947916030884,0.07793796062469482,0.17493996024131775,0.10117587447166443,0.2155688622754491,0.02197802197802198,0.15950920245398773,0.05504587155963303,0.4412532637075718,0.8514376996805112,0.7758775877587759,0.8387622149837134,0.15606936416184972,0.0,0.08139534883720931,0.01834862385321101
6,rydC,     0.21293820039876946,0.32164161298019567,0.35282551016836433,0.28273834113798196,0.334716459197787,0.9322268326417704,0.7607192254495159,0.6639004149377593,0.07970771193504333,0.017161106690764427,0.11401981115341187,0.037548210471868515,0.10408921933085502,0.0,0.0449438202247191,0.016,0.49060773480662984,0.964924838940587,0.864,0.8016806722689076,0.04411764705882353,0.0,0.14953271028037382,0.030534351145038167
